policy_id,customer_id,agent_id,policy_type,policy_start_date,policy_end_date,policy_status,region,annual_premium
P001341,C00489,A0039,Auto,2023-03-28,2024-03-27,Active,West,1968.34
P001342,C00620,A0046,Commercial,2023-10-03,2024-10-02,Cancelled,West,7991.05
P001343,C00749,A0074,Health,2024-06-29,2025-06-29,Active,South,5514.95
P001344,C00453,A0001,Life,2023-10-07,2024-10-06,Renewed,Northeast,1609.04
P001345,C00054,A0052,Home,2025-03-09,2026-03-09,Active,West,2596.22
P001346,C00435,A0017,Health,2024-10-12,2025-10-12,Active,Northeast,5695.36
P001347,C00688,A0077,Auto,2023-03-02,2024-03-01,Renewed,Northeast,893.81
P001348,C00557,A0061,Health,2023-09-27,2024-09-26,Active,South,6098.07
P001349,C00932,A0069,Auto,2023-12-30,2024-12-29,Expired,South,1664.39
P001350,C00649,A0033,Commercial,2024-06-21,2025-06-21,Renewed,Midwest,4190.47
P001351,C00809,A0067,Commercial,2023-08-21,2024-08-20,Active,South,4476.52
P001352,C00229,A0045,Commercial,2023-02-26,2024-02-26,Cancelled,Northeast,11017.54
P001353,C00587,A0058,Life,2025-04-30,2026-04-30,Renewed,South,1177.02
P001354,C00268,A0051,Health,2024-04-09,2025-04-09,Active,South,7526.61
P001355,C00124,A0048,Auto,2025-01-26,2026-01-26,Renewed,West,1499.84
P001356,C00165,A0017,Auto,2025-01-27,2026-01-27,Renewed,Northeast,2137.33
P001357,C00527,A0070,Life,2024-10-20,2025-10-20,Active,South,1545.01
P001358,C00387,A0035,Health,2024-05-25,2025-05-25,Renewed,South,6457.8
P001359,C00424,A0016,Life,2025-02-01,2026-02-01,Active,South,1125.79
P001360,C00087,A0062,Life,2025-03-07,2026-03-07,Cancelled,South,1288.16
P001361,C00633,A0015,Life,2024-03-09,2025-03-09,Active,South,1055.68
P001362,C00871,A0037,Health,2024-01-07,2025-01-06,Active,South,5502.19
P001363,C00467,A0039,Health,2025-01-15,2026-01-15,Active,West,6970.96
P001364,C00621,A0079,Home,2023-07-02,2024-07-01,Active,Northeast,1538.85
P001365,C00488,A0018,Commercial,2023-04-02,2024-04-01,Renewed,West,10946.22
P001366,C00923,A0017,Commercial,2024-05-03,2025-05-03,Active,Northeast,6324.41
P001367,C00326,A0073,Home,2024-06-03,2025-06-03,Active,Northeast,1574.96
P001368,C00261,A0046,Commercial,2023-11-20,2024-11-19,Active,West,4306.27
P001369,C00484,A0023,Commercial,2024-12-26,2025-12-26,Active,Northeast,8618.7
P001370,C00176,A0011,Auto,2023-09-27,2024-09-26,Active,South,1447.85
P001371,C00900,A0005,Auto,2023-08-06,2024-08-05,Active,West,1259.78
P001372,C00465,A0039,Commercial,2024-07-27,2025-07-27,Renewed,West,4255.34
P001373,C00399,A0016,Home,2023-05-25,2024-05-24,Active,South,1650.46
P001374,C00375,A0013,Health,2025-01-05,2026-01-05,Expired,West,4214.42
P001375,C00997,A0066,Home,2023-02-27,2024-02-27,Cancelled,West,1810.53
P001376,C00776,A0071,Health,2024-01-19,2025-01-18,Active,South,6573.05
P001377,C00886,A0054,Health,2023-11-15,2024-11-14,Active,West,6740.87
P001378,C00395,A0011,Commercial,2024-12-09,2025-12-09,Renewed,South,6139.71
P001379,C00876,A0001,Health,2025-02-08,2026-02-08,Active,Northeast,6529.08
P001380,C00431,A0051,Life,2024-09-13,2025-09-13,Active,South,1435.38
P001381,C00294,A0062,Auto,2024-03-27,2025-03-27,Renewed,South,1448.68
P001382,C00210,A0078,Health,2024-03-20,2025-03-20,Renewed,Northeast,5926.22
P001383,C00315,A0071,Auto,2024-04-29,2025-04-29,Renewed,South,1968.64
P001384,C00461,A0033,Commercial,2024-04-02,2025-04-02,Active,Midwest,9377.54
P001385,C00940,A0044,Health,2025-06-17,2026-06-17,Active,South,3328.05
P001386,C00262,A0048,Life,2023-11-29,2024-11-28,Active,West,1633.41
P001387,C00573,A0025,Auto,2023-07-25,2024-07-24,Active,West,2179.4
P001388,C00731,A0015,Home,2024-12-08,2025-12-08,Active,South,1497.33
P001389,C00803,A0008,Health,2023-11-20,2024-11-19,Active,Midwest,5547.39
P001390,C00613,A0033,Health,2024-08-15,2025-08-15,Renewed,Midwest,4998.49
P001391,C00099,A0016,Life,2024-06-21,2025-06-21,Renewed,South,868.91
P001392,C00963,A0013,Commercial,2023-12-08,2024-12-07,Active,West,3969.79
P001393,C00818,A0075,Life,2024-10-08,2025-10-08,Cancelled,Midwest,1196.43
P001394,C00425,A0028,Home,2023-09-18,2024-09-17,Cancelled,Midwest,1796.25
P001395,C00085,A0023,Life,2024-02-13,2025-02-12,Cancelled,Northeast,1323.13
P001396,C00946,A0034,Auto,2024-07-14,2025-07-14,Active,Northeast,1209.15
P001397,C00951,A0037,Home,2025-04-23,2026-04-23,Cancelled,South,1234.48
P001398,C00906,A0054,Health,2024-08-23,2025-08-23,Cancelled,West,5445.59
P001399,C00707,A0058,Health,2024-08-26,2025-08-26,Expired,South,7526.23
P001400,C00654,A0058,Home,2025-01-19,2026-01-19,Active,South,2340.98
P001401,C00840,A0012,Auto,2023-04-08,2024-04-07,Renewed,Midwest,2211.24
P001402,C00170,A0018,Home,2024-02-22,2025-02-21,Active,West,1387.58
P001403,C00799,A0051,Home,2024-12-18,2025-12-18,Expired,South,2582.21
P001404,C00057,A0052,Health,2023-11-27,2024-11-26,Expired,West,3846.82
P001405,C00362,A0025,Commercial,2024-06-22,2025-06-22,Expired,West,6040.9
P001406,C00467,A0048,Commercial,2025-04-22,2026-04-22,Renewed,West,5343.05
P001407,C00004,A0017,Auto,2023-06-04,2024-06-03,Renewed,Northeast,1128.29
P001408,C00767,A0052,Auto,2024-05-21,2025-05-21,Active,West,1929.5
P001409,C00470,A0019,Auto,2025-01-01,2026-01-01,Active,Northeast,2168.61
P001410,C00397,A0003,Auto,2025-03-30,2026-03-30,Renewed,South,2175.45
P001411,C00800,A0059,Health,2023-04-07,2024-04-06,Active,Midwest,5966.73
P001412,C00257,A0047,Commercial,2023-12-14,2024-12-13,Active,South,8073.35
P001413,C00413,A0016,Home,2023-09-26,2024-09-25,Expired,South,2692.06
P001414,C00109,A0033,Auto,2024-08-08,2025-08-08,Expired,Midwest,2138.77
P001415,C00097,A0053,Commercial,2024-09-18,2025-09-18,Expired,Northeast,5874.58
P001416,C00924,A0036,Auto,2023-07-07,2024-07-06,Active,Northeast,1100.91
P001417,C00949,A0017,Auto,2023-08-29,2024-08-28,Renewed,Northeast,1134.47
P001418,C00693,A0056,Commercial,2023-08-13,2024-08-12,Active,South,9595.11
P001419,C00646,A0023,Commercial,2025-06-21,2026-06-21,Renewed,Northeast,10286.15
P001420,C00273,A0016,Auto,2024-12-30,2025-12-30,Active,South,1325.5
P001421,C00141,A0042,Life,2024-12-08,2025-12-08,Active,Midwest,1237.78
P001422,C00284,A0008,Commercial,2024-08-10,2025-08-10,Active,Midwest,6615.14
P001423,C00966,A0007,Auto,2023-03-07,2024-03-06,Active,South,1195.22
P001424,C00062,A0057,Auto,2025-01-08,2026-01-08,Active,Northeast,1534.25
P001425,C00682,A0058,Home,2023-02-24,2024-02-24,Active,South,2122.4
P001426,C00684,A0069,Life,2025-05-20,2026-05-20,Expired,South,1102.17
P001427,C00173,A0057,Home,2024-11-06,2025-11-06,Renewed,Northeast,2830.55
P001428,C00512,A0009,Health,2025-06-07,2026-06-07,Active,Midwest,5639.15
P001429,C00100,A0048,Life,2023-06-14,2024-06-13,Renewed,West,593.89
P001430,C00670,A0061,Health,2023-10-15,2024-10-14,Cancelled,South,5515.93
P001431,C00327,A0029,Auto,2025-02-14,2026-02-14,Expired,Northeast,2068.14
P001432,C00612,A0062,Health,2023-09-02,2024-09-01,Active,South,3888.33
P001433,C00551,A0035,Life,2023-03-10,2024-03-09,Active,South,742.89
P001434,C00094,A0020,Health,2024-03-14,2025-03-14,Expired,South,7004.85
P001435,C00236,A0044,Health,2024-12-12,2025-12-12,Renewed,South,5406.8
P001436,C00476,A0080,Commercial,2025-04-08,2026-04-08,Renewed,Midwest,8036.34
P001437,C00217,A0069,Auto,2024-10-15,2025-10-15,Cancelled,South,805.71
P001438,C00789,A0009,Commercial,2024-05-24,2025-05-24,Cancelled,Midwest,9099.33
P001439,C00531,A0075,Life,2023-12-14,2024-12-13,Cancelled,Midwest,1518.8
P001440,C00856,A0051,Life,2024-06-25,2025-06-25,Renewed,South,989.21
P001441,C00575,A0050,Life,2024-09-19,2025-09-19,Active,South,762.54
P001442,C00188,A0007,Home,2023-06-12,2024-06-11,Renewed,South,1207.04
P001443,C00374,A0050,Life,2024-09-22,2025-09-22,Active,South,757.99
P001444,C00236,A0003,Health,2025-02-25,2026-02-25,Active,South,2914.88
P001445,C00494,A0047,Commercial,2025-03-12,2026-03-12,Active,South,5949.6
P001446,C00670,A0044,Auto,2024-02-12,2025-02-11,Active,South,1996.3
P001447,C00017,A0076,Commercial,2023-05-01,2024-04-30,Expired,South,8847.93
P001448,C00923,A0029,Home,2023-06-19,2024-06-18,Active,Northeast,2893.03
P001449,C00484,A0063,Life,2025-03-31,2026-03-31,Active,Northeast,647.21
P001450,C00144,A0036,Home,2023-06-09,2024-06-08,Renewed,Northeast,3204.48
P001451,C00464,A0028,Auto,2024-08-05,2025-08-05,Active,Midwest,1240.01
P001452,C00171,A0011,Health,2024-12-21,2025-12-21,Renewed,South,7617.9
P001453,C00287,A0018,Health,2024-08-05,2025-08-05,Active,West,4530.27
P001454,C00291,A0025,Commercial,2023-05-11,2024-05-10,Active,West,6088.56
P001455,C00466,A0033,Home,2024-06-02,2025-06-02,Active,Midwest,1181.27
P001456,C00858,A0080,Life,2024-02-22,2025-02-21,Renewed,Midwest,1269.09
P001457,C00183,A0003,Life,2023-09-17,2024-09-16,Active,South,1113.37
P001458,C00861,A0046,Life,2024-05-09,2025-05-09,Renewed,West,1061.18
P001459,C00855,A0045,Commercial,2024-10-23,2025-10-23,Active,Northeast,4108.19
P001460,C00225,A0029,Auto,2023-12-22,2024-12-21,Active,Northeast,1318.57
P001461,C00983,A0069,Life,2023-10-10,2024-10-09,Active,South,1639.91
P001462,C00375,A0060,Auto,2024-05-24,2025-05-24,Renewed,West,922.41
P001463,C00728,A0047,Health,2024-02-10,2025-02-09,Expired,South,5992.94
P001464,C00693,A0011,Life,2025-06-30,2026-06-30,Renewed,South,1056.53
P001465,C00758,A0033,Home,2024-02-07,2025-02-06,Active,Midwest,3127.94
P001466,C00349,A0035,Commercial,2024-10-29,2025-10-29,Renewed,South,9173.22
P001467,C00994,A0008,Health,2024-07-13,2025-07-13,Active,Midwest,6710.93
P001468,C00260,A0076,Health,2023-05-30,2024-05-29,Active,South,5257.54
P001469,C00333,A0080,Health,2023-03-20,2024-03-19,Active,Midwest,4003.95
P001470,C00318,A0038,Home,2023-11-25,2024-11-24,Expired,South,2104.15
P001471,C00629,A0055,Life,2023-02-14,2024-02-14,Active,Northeast,1287.01
P001472,C00610,A0063,Life,2024-11-20,2025-11-20,Active,Northeast,764.94
P001473,C00671,A0013,Auto,2024-02-25,2025-02-24,Active,West,2041.21
P001474,C00366,A0074,Auto,2023-08-22,2024-08-21,Active,South,1349.16
P001475,C00261,A0040,Health,2024-02-22,2025-02-21,Cancelled,West,5428.48
P001476,C00598,A0057,Home,2024-02-08,2025-02-07,Renewed,Northeast,1742.68
P001477,C00488,A0005,Home,2025-05-04,2026-05-04,Expired,West,1391.04
P001478,C00150,A0052,Home,2025-03-08,2026-03-08,Active,West,2056.75
P001479,C00360,A0022,Commercial,2023-09-27,2024-09-26,Active,South,7129.18
P001480,C00357,A0027,Home,2024-10-16,2025-10-16,Active,Midwest,2579.13
P001481,C00755,A0074,Life,2023-02-20,2024-02-20,Active,South,1360.7
P001482,C00653,A0068,Home,2023-01-01,2024-01-01,Active,Northeast,1575.86
P001483,C00573,A0025,Health,2024-01-15,2025-01-14,Active,West,6111.55
P001484,C00879,A0001,Health,2024-11-26,2025-11-26,Active,Northeast,4288.53
P001485,C00968,A0065,Commercial,2025-05-28,2026-05-28,Active,South,6803.57
P001486,C00289,A0054,Commercial,2025-04-07,2026-04-07,Active,West,4267.64
P001487,C00508,A0063,Life,2023-07-15,2024-07-14,Expired,Northeast,1541.55
P001488,C00458,A0042,Home,2024-09-01,2025-09-01,Expired,Midwest,3184.8
P001489,C00818,A0032,Home,2024-12-16,2025-12-16,Active,Midwest,2523.71
P001490,C00742,A0013,Home,2025-05-22,2026-05-22,Active,West,1758.04
P001491,C00447,A0060,Life,2023-02-23,2024-02-23,Active,West,1385.62
P001492,C00075,A0027,Commercial,2024-04-07,2025-04-07,Cancelled,Midwest,10712.24
P001493,C00085,A0019,Auto,2024-09-10,2025-09-10,Active,Northeast,1639.23
P001494,C00714,A0009,Life,2023-07-29,2024-07-28,Renewed,Midwest,586.66
P001495,C00944,A0003,Commercial,2023-11-21,2024-11-20,Expired,South,10377.17
P001496,C00340,A0004,Auto,2024-10-06,2025-10-06,Active,South,2108.01
P001497,C00925,A0059,Auto,2024-08-22,2025-08-22,Active,Midwest,1246.52
P001498,C00907,A0001,Home,2023-11-24,2024-11-23,Active,Northeast,2360.31
P001499,C00498,A0040,Commercial,2023-07-12,2024-07-11,Cancelled,West,6608.75
P001500,C00376,A0024,Life,2024-10-18,2025-10-18,Renewed,South,787.0
P001501,C00493,A0022,Health,2023-03-11,2024-03-10,Expired,South,3318.99
P001502,C00570,A0017,Commercial,2024-04-21,2025-04-21,Renewed,Northeast,4575.38
P001503,C00510,A0051,Health,2025-06-26,2026-06-26,Active,South,4911.12
P001504,C00314,A0045,Life,2025-06-26,2026-06-26,Expired,Northeast,1573.92
P001505,C00291,A0030,Life,2025-02-16,2026-02-16,Active,West,1379.1
P001506,C00565,A0054,Auto,2025-05-10,2026-05-10,Renewed,West,913.99
P001507,C00312,A0021,Auto,2024-11-25,2025-11-25,Active,South,1852.29
P001508,C00557,A0058,Health,2024-01-10,2025-01-09,Active,South,4717.14
P001509,C00715,A0005,Commercial,2025-02-13,2026-02-13,Renewed,West,7649.27
P001510,C00018,A0032,Auto,2023-09-27,2024-09-26,Cancelled,Midwest,1056.46
P001511,C00435,A0034,Health,2025-03-10,2026-03-10,Active,Northeast,4173.65
P001512,C00446,A0030,Commercial,2023-03-05,2024-03-04,Expired,West,6711.24
P001513,C00478,A0051,Home,2023-12-28,2024-12-27,Cancelled,South,1835.89
P001514,C00567,A0028,Auto,2024-06-28,2025-06-28,Expired,Midwest,1766.31
P001515,C00045,A0012,Health,2024-10-09,2025-10-09,Active,Midwest,4004.62
P001516,C00440,A0080,Health,2024-04-19,2025-04-19,Expired,Midwest,4773.56
P001517,C00402,A0012,Home,2023-01-27,2024-01-27,Active,Midwest,1181.48
P001518,C00067,A0011,Health,2024-01-03,2025-01-02,Active,South,6620.07
P001519,C00541,A0033,Auto,2023-10-28,2024-10-27,Renewed,Midwest,1628.38
P001520,C00884,A0063,Auto,2023-08-12,2024-08-11,Active,Northeast,1301.69
P001521,C00037,A0041,Home,2024-10-25,2025-10-25,Active,South,3061.65
P001522,C00310,A0045,Health,2023-03-16,2024-03-15,Active,Northeast,7076.21
P001523,C00994,A0033,Health,2023-11-26,2024-11-25,Cancelled,Midwest,4995.08
P001524,C00086,A0061,Health,2023-03-15,2024-03-14,Active,South,3912.02
P001525,C00386,A0074,Auto,2023-07-31,2024-07-30,Expired,South,1812.39
P001526,C00661,A0073,Home,2024-05-22,2025-05-22,Expired,Northeast,2955.07
P001527,C00215,A0075,Commercial,2023-04-15,2024-04-14,Renewed,Midwest,6951.42
P001528,C00883,A0050,Commercial,2023-07-17,2024-07-16,Active,South,4056.29
P001529,C00095,A0067,Life,2023-11-09,2024-11-08,Expired,South,1260.75
P001530,C00877,A0066,Health,2024-05-06,2025-05-06,Renewed,West,3519.06
P001531,C00142,A0028,Health,2024-11-10,2025-11-10,Expired,Midwest,5791.94
P001532,C00428,A0006,Home,2025-01-11,2026-01-11,Active,South,2555.64
P001533,C00857,A0051,Life,2025-06-09,2026-06-09,Cancelled,South,868.2
P001534,C00122,A0056,Home,2024-11-21,2025-11-21,Active,South,2335.64
P001535,C00822,A0045,Health,2023-04-23,2024-04-22,Active,Northeast,3317.67
P001536,C00590,A0006,Life,2023-12-03,2024-12-02,Active,South,970.85
P001537,C00373,A0050,Home,2024-12-13,2025-12-13,Active,South,1819.03
P001538,C00499,A0030,Auto,2023-01-17,2024-01-17,Renewed,West,1881.28
P001539,C00914,A0027,Home,2023-06-17,2024-06-16,Active,Midwest,1464.58
P001540,C00785,A0047,Auto,2023-12-30,2024-12-29,Cancelled,South,1375.91
P001541,C00490,A0007,Life,2025-06-22,2026-06-22,Cancelled,South,1353.99
P001542,C00875,A0005,Auto,2025-02-02,2026-02-02,Expired,West,1740.77
P001543,C00108,A0031,Health,2023-04-18,2024-04-17,Active,South,4514.7
P001544,C00237,A0033,Life,2023-10-24,2024-10-23,Active,Midwest,1591.05
P001545,C00609,A0020,Auto,2023-06-25,2024-06-24,Active,South,875.97
P001546,C00361,A0004,Life,2024-09-30,2025-09-30,Active,South,1387.21
P001547,C00946,A0079,Health,2023-05-02,2024-05-01,Active,Northeast,4171.02
P001548,C00208,A0017,Health,2024-05-07,2025-05-07,Active,Northeast,5589.5
P001549,C00940,A0003,Home,2025-02-25,2026-02-25,Active,South,3080.27
P001550,C00863,A0053,Life,2023-07-11,2024-07-10,Active,Northeast,998.54
P001551,C00437,A0039,Health,2025-04-14,2026-04-14,Expired,West,3313.48
P001552,C00866,A0063,Commercial,2023-10-12,2024-10-11,Active,Northeast,9094.89
P001553,C00185,A0019,Commercial,2025-03-05,2026-03-05,Expired,Northeast,10755.71
P001554,C00924,A0036,Home,2024-09-09,2025-09-09,Active,Northeast,2014.03
P001555,C00872,A0066,Commercial,2023-11-23,2024-11-22,Cancelled,West,8343.03
P001556,C00061,A0004,Life,2025-01-23,2026-01-23,Renewed,South,1341.24
P001557,C00642,A0041,Health,2023-07-27,2024-07-26,Expired,South,7506.8
P001558,C00385,A0074,Auto,2023-10-06,2024-10-05,Expired,South,1987.47
P001559,C00357,A0075,Health,2023-02-04,2024-02-04,Cancelled,Midwest,4268.17
P001560,C00766,A0078,Home,2023-06-09,2024-06-08,Cancelled,Northeast,1365.13
P001561,C00666,A0021,Auto,2025-04-13,2026-04-13,Renewed,South,1015.48
P001562,C00451,A0030,Life,2023-08-26,2024-08-25,Active,West,1475.88
P001563,C00359,A0075,Commercial,2023-11-14,2024-11-13,Active,Midwest,6036.25
P001564,C00109,A0059,Commercial,2023-03-14,2024-03-13,Active,Midwest,8315.94
P001565,C00717,A0049,Life,2025-01-24,2026-01-24,Active,Midwest,1302.91
P001566,C00952,A0053,Life,2023-07-31,2024-07-30,Renewed,Northeast,996.92
P001567,C00430,A0017,Commercial,2024-08-13,2025-08-13,Active,Northeast,9678.0
P001568,C00863,A0055,Commercial,2024-01-26,2025-01-25,Active,Northeast,10955.45
P001569,C00585,A0004,Life,2023-09-06,2024-09-05,Active,South,730.19
P001570,C00379,A0036,Life,2023-01-03,2024-01-03,Cancelled,Northeast,1096.97
P001571,C00539,A0041,Auto,2024-02-13,2025-02-12,Cancelled,South,982.7
P001572,C00470,A0073,Home,2024-07-22,2025-07-22,Expired,Northeast,3155.57
P001573,C00429,A0050,Health,2024-11-22,2025-11-22,Active,South,6538.36
P001574,C00026,A0030,Home,2025-03-10,2026-03-10,Active,West,2470.48
P001575,C00379,A0029,Life,2025-03-01,2026-03-01,Active,Northeast,706.56
P001576,C00026,A0066,Auto,2023-06-02,2024-06-01,Active,West,965.59
P001577,C00522,A0028,Health,2025-06-20,2026-06-20,Active,Midwest,4888.94
P001578,C00155,A0040,Life,2023-04-14,2024-04-13,Expired,West,1543.26
P001579,C00605,A0056,Home,2023-05-12,2024-05-11,Expired,South,2944.71
P001580,C00960,A0025,Life,2023-11-22,2024-11-21,Expired,West,1507.44
P001581,C00884,A0036,Auto,2024-08-14,2025-08-14,Active,Northeast,1265.9
P001582,C00777,A0073,Health,2025-03-18,2026-03-18,Expired,Northeast,6328.0
P001583,C00620,A0048,Life,2023-12-28,2024-12-27,Active,West,789.6
P001584,C00249,A0028,Home,2024-08-23,2025-08-23,Renewed,Midwest,2676.59
P001585,C00939,A0062,Auto,2023-12-14,2024-12-13,Expired,South,2209.68
P001586,C00895,A0010,Auto,2023-02-16,2024-02-16,Cancelled,Midwest,999.93
P001587,C00375,A0048,Commercial,2025-04-28,2026-04-28,Expired,West,6469.72
P001588,C00264,A0071,Auto,2025-06-07,2026-06-07,Cancelled,South,1960.17
P001589,C00531,A0080,Commercial,2024-05-05,2025-05-05,Renewed,Midwest,8651.53
P001590,C00289,A0052,Health,2023-10-08,2024-10-07,Cancelled,West,6779.52
P001591,C00480,A0024,Health,2023-01-19,2024-01-19,Expired,South,4250.9
P001592,C00560,A0009,Life,2025-01-31,2026-01-31,Renewed,Midwest,1542.22
P001593,C00925,A0049,Auto,2024-09-28,2025-09-28,Active,Midwest,909.52
P001594,C00497,A0002,Auto,2025-04-24,2026-04-24,Active,Midwest,1165.47
P001595,C00977,A0044,Auto,2024-12-11,2025-12-11,Active,South,2050.11
P001596,C00810,A0038,Health,2023-05-14,2024-05-13,Renewed,South,5655.34
P001597,C00150,A0048,Auto,2024-03-28,2025-03-28,Expired,West,1070.53
P001598,C00777,A0068,Auto,2024-04-04,2025-04-04,Active,Northeast,1437.16
P001599,C00111,A0069,Health,2023-05-23,2024-05-22,Active,South,3882.4
P001600,C00414,A0078,Commercial,2025-02-08,2026-02-08,Active,Northeast,8493.9
P001601,C00603,A0052,Health,2024-11-16,2025-11-16,Cancelled,West,3257.94
P001602,C00517,A0080,Auto,2025-01-23,2026-01-23,Active,Midwest,1233.05
P001603,C00556,A0026,Health,2024-03-09,2025-03-09,Renewed,Midwest,7166.45
P001604,C00010,A0039,Commercial,2023-07-25,2024-07-24,Active,West,6179.54
P001605,C00882,A0028,Life,2023-05-06,2024-05-05,Active,Midwest,1143.83
P001606,C00107,A0045,Auto,2023-06-28,2024-06-27,Active,Northeast,1294.07
P001607,C00595,A0052,Life,2023-10-03,2024-10-02,Active,West,1542.67
P001608,C00224,A0006,Health,2025-06-12,2026-06-12,Cancelled,South,4724.09
P001609,C00857,A0003,Life,2025-06-08,2026-06-08,Active,South,1380.95
P001610,C00379,A0043,Home,2023-09-21,2024-09-20,Active,Northeast,2498.19
P001611,C00777,A0063,Life,2023-11-23,2024-11-22,Renewed,Northeast,723.35
P001612,C00263,A0069,Auto,2024-03-09,2025-03-09,Active,South,1791.3
P001613,C00261,A0018,Health,2023-12-19,2024-12-18,Active,West,7074.08
P001614,C00098,A0035,Commercial,2023-11-10,2024-11-09,Active,South,8015.69
P001615,C00144,A0064,Auto,2024-05-05,2025-05-05,Cancelled,Northeast,1957.43
P001616,C00769,A0063,Commercial,2024-07-22,2025-07-22,Cancelled,Northeast,6790.08
P001617,C00182,A0025,Auto,2023-10-17,2024-10-16,Renewed,West,1889.24
P001618,C00134,A0043,Health,2024-01-14,2025-01-13,Renewed,Northeast,5347.83
P001619,C00374,A0021,Health,2024-09-03,2025-09-03,Expired,South,2976.53
P001620,C00593,A0015,Life,2024-11-11,2025-11-11,Active,South,1234.43
P001621,C00190,A0046,Health,2025-05-26,2026-05-26,Active,West,3164.27
P001622,C00885,A0023,Health,2024-05-24,2025-05-24,Active,Northeast,7340.99
P001623,C00031,A0038,Auto,2023-09-29,2024-09-28,Active,South,2038.53
P001624,C00113,A0059,Auto,2023-01-31,2024-01-31,Renewed,Midwest,1978.55
P001625,C00995,A0051,Health,2023-11-16,2024-11-15,Active,South,3917.25
P001626,C00981,A0064,Life,2024-05-09,2025-05-09,Active,Northeast,1412.18
P001627,C00220,A0039,Auto,2023-06-24,2024-06-23,Cancelled,West,1262.81
P001628,C00603,A0048,Home,2024-01-30,2025-01-29,Active,West,1642.34
P001629,C00022,A0040,Home,2024-12-29,2025-12-29,Active,West,2289.79
P001630,C00874,A0036,Commercial,2023-02-08,2024-02-08,Cancelled,Northeast,7252.11
P001631,C00703,A0055,Auto,2023-03-01,2024-02-29,Active,Northeast,1329.3
P001632,C00120,A0006,Auto,2024-05-09,2025-05-09,Active,South,2046.54
P001633,C00678,A0065,Life,2024-07-20,2025-07-20,Active,South,1517.15
P001634,C00144,A0055,Health,2025-02-22,2026-02-22,Renewed,Northeast,4224.77
P001635,C00908,A0077,Life,2024-04-22,2025-04-22,Active,Northeast,614.39
P001636,C00802,A0070,Home,2025-01-12,2026-01-12,Expired,South,3071.5
P001637,C00326,A0055,Auto,2024-01-05,2025-01-04,Renewed,Northeast,1040.55
P001638,C00892,A0041,Commercial,2023-05-03,2024-05-02,Expired,South,6515.37
P001639,C00356,A0045,Life,2023-01-26,2024-01-26,Renewed,Northeast,1253.98
P001640,C00549,A0007,Auto,2025-06-14,2026-06-14,Expired,South,1171.78
P001641,C00206,A0026,Commercial,2023-06-24,2024-06-23,Renewed,Midwest,6704.14
P001642,C00679,A0059,Auto,2025-02-23,2026-02-23,Active,Midwest,1657.6
P001643,C00759,A0025,Life,2024-05-01,2025-05-01,Renewed,West,1366.92
P001644,C00990,A0079,Home,2024-04-18,2025-04-18,Expired,Northeast,1631.35
P001645,C00182,A0046,Life,2025-01-05,2026-01-05,Cancelled,West,1552.51
P001646,C00220,A0018,Home,2023-05-21,2024-05-20,Renewed,West,2770.93
P001647,C00622,A0029,Auto,2024-08-24,2025-08-24,Active,Northeast,1344.11
P001648,C00384,A0058,Home,2023-07-16,2024-07-15,Active,South,2534.59
P001649,C00230,A0020,Home,2024-05-22,2025-05-22,Renewed,South,1526.0
P001650,C00907,A0023,Life,2024-02-27,2025-02-26,Active,Northeast,1472.19
P001651,C00355,A0013,Auto,2024-09-05,2025-09-05,Expired,West,1039.61
P001652,C00575,A0038,Commercial,2024-04-19,2025-04-19,Cancelled,South,9684.73
P001653,C00224,A0037,Home,2024-04-08,2025-04-08,Active,South,3124.05
P001654,C00231,A0027,Commercial,2025-05-10,2026-05-10,Active,Midwest,5528.33
P001655,C00426,A0068,Auto,2024-02-09,2025-02-08,Active,Northeast,1610.32
P001656,C00395,A0051,Home,2024-01-07,2025-01-06,Active,South,2208.72
P001657,C00832,A0006,Life,2024-08-22,2025-08-22,Expired,South,757.98
P001658,C00388,A0040,Life,2025-04-13,2026-04-13,Expired,West,1390.88
P001659,C00914,A0026,Life,2025-05-27,2026-05-27,Active,Midwest,1164.71
P001660,C00559,A0006,Home,2023-10-27,2024-10-26,Active,South,1921.71
P001661,C00904,A0047,Home,2023-04-17,2024-04-16,Renewed,South,2427.32
P001662,C00864,A0016,Life,2023-03-22,2024-03-21,Active,South,1651.37
P001663,C00776,A0007,Home,2025-04-24,2026-04-24,Active,South,2685.08
P001664,C00738,A0071,Health,2023-06-02,2024-06-01,Active,South,5424.24
P001665,C00473,A0034,Life,2024-02-19,2025-02-18,Active,Northeast,1559.67
P001666,C00497,A0042,Home,2024-11-01,2025-11-01,Active,Midwest,2918.98
P001667,C00752,A0053,Life,2024-10-24,2025-10-24,Active,Northeast,802.15
P001668,C00099,A0058,Auto,2024-05-01,2025-05-01,Renewed,South,1680.44
P001669,C00747,A0019,Health,2023-01-16,2024-01-16,Expired,Northeast,3183.21
P001670,C00445,A0011,Commercial,2025-05-25,2026-05-25,Renewed,South,8354.24
P001671,C00021,A0026,Auto,2023-07-08,2024-07-07,Active,Midwest,1333.25
P001672,C00675,A0017,Life,2024-05-06,2025-05-06,Active,Northeast,1045.63
P001673,C00958,A0035,Commercial,2024-12-14,2025-12-14,Active,South,4484.16
P001674,C00779,A0007,Home,2025-06-04,2026-06-04,Renewed,South,2083.22
P001675,C00437,A0060,Auto,2024-08-21,2025-08-21,Active,West,1388.38
